,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ANTIGUAANDBARBUDA,231.28904401245745,233.34405482347057,235.40809369643148,237.42035318574315,239.44240280590915,241.4744683560535,243.51677353387174,245.57036451266362,247.49775722491788,249.4355513280423,251.3839522966317,253.343163778748,255.31365259990523,257.1123399262925,258.97817929063905,260.8613134557567,262.75830408188835,264.66494966291765,266.4210162588859,268.19625267744715,269.99168639059604,271.799782562989,273.61909780721874,275.282245137771,276.9702221366302,278.71688073249106,280.4731841100885,282.2559481406021,283.85872170756846,285.4727304974914,287.09596315925415,288.7285393441389,290.3705999698237,291.77844784160555,293.1979636076647,294.63709315133826,296.087236267627,297.54580971013496
BAHAMAS,308.7634679458738,309.2725915378386,309.7901620873368,310.2314343052578,310.68278690473454,311.1442945278614,311.61602789681723,312.0990785804608,312.41791239043266,312.7488262464729,313.09182224873075,313.44690128204365,313.8144171185256,313.969351067369,314.21278454916734,314.47791229218194,314.7598536584841,315.05283217472464,315.16405954843594,315.2990508936246,315.4586829461165,315.63381503246103,315.8224791258405,315.8307603530844,315.8722434509497,315.99059729176116,316.121410593344,316.2827236041639,316.2435099850606,316.22051761195075,316.21065195788,316.21378927901003,316.2298342159174,315.9969850222461,315.78171429261874,315.5945809624682,315.42372833485945,315.26601073884996
BARBADOS,751.9725098068532,759.0561196056617,766.1745878006526,773.124356798492,780.1111690175309,787.1358129121597,794.1990711183267,801.3044327707303,808.0009754604604,814.7363260764926,821.5112096352042,828.3263461620428,835.1833586367662,841.4821083895745,848.0089733081329,854.5977018403191,861.2368888590539,867.912581095763,874.0970589355778,880.3487818445668,886.6705660996241,893.0382032420413,899.4471543019758,905.3459312618467,911.3307594566963,917.5144306575835,923.7344009915888,930.0464008307787,935.769177543596,941.5333415322269,947.3319405636572,953.1654063589342,959.0342438910299,964.1357415464773,969.2790723000315,974.4943134063888,979.7495416245374,985.0360732053391
CUBA,638398.1961532219,640236.8560970023,642033.0625966471,643621.9985200759,645171.5867997705,646681.9568149389,648153.2200554317,649587.6284394406,650624.9713139939,651626.5594268063,652592.433768926,653522.6195759613,655089.1242846928,659548.8105062179,664177.751776886,668847.8634593226,673550.2867363909,678273.9297156256,682607.1223888721,686985.3852958956,691412.3001956736,695868.1918507533,700349.1833266476,704426.4305730201,708566.3417541961,712861.7698249726,717178.2579364235,721557.8705669747,725472.7056915588,729412.8862723067,733373.0613169959,737353.4867311727,741354.4729111562,744754.4663138613,748180.7938455977,751653.4732233256,755150.7313833771,758665.927497646
DOMINICA,108.90923646299254,109.79507743655105,110.68372546099903,111.54658158756042,112.41263370135724,113.28197921576917,114.15471423092066,115.03132066777181,115.84737793577662,116.66696985996741,117.49018324910698,118.31710376165991,119.14793968455322,119.89727460194568,120.67664019145414,121.46277301526148,122.25405689438944,123.0485378521545,123.77182775442044,124.5028525460741,125.2420256092345,125.98584897432762,126.73364802839887,127.40797538569252,128.09254615576367,128.80268408985899,129.51610111380998,130.24058534361228,130.88093678193528,131.52539103106122,132.17301633582514,132.82385942736494,133.47797663213865,134.02341365614896,134.57328412416186,135.13123140162168,135.6932814848032,136.25824097943206
DOMINICANREPUBLIC,63520.03650597596,63289.99915725939,63065.14302910049,62829.120458239384,62598.503176649094,62373.16515493676,62152.98459345309,61938.04940203338,61694.03279302385,61455.48978976977,61222.292810737636,60994.31845910994,60771.511107202416,60510.697952523515,60268.8331001627,60033.717762466724,59804.353653818354,59579.58299344956,59323.414961034745,59074.37454813894,58832.56027156735,58596.107140906366,58364.5398099646,58102.30310873251,57848.523770823456,57610.5928423787,57377.11096760614,57151.278751825754,56891.461866370984,56636.7697432661,56386.648216155765,56140.99780723161,55899.72624116862,55616.3337815114,55338.40757473148,55067.321657749264,54801.276384362776,54539.66689291466
GRENADA,-437.10567753639396,-441.2021903086762,-445.3196595036696,-449.3398772055368,-453.3825008833501,-457.4480223910853,-461.53693011222003,-465.65128999279744,-469.5282588312697,-473.4288382109397,-477.35348260238743,-481.3026435170732,-485.2772914686083,-488.92849066904773,-492.7112842609762,-496.53085046102814,-500.38070019570097,-504.2530255564854,-507.84261717809204,-511.4730022347205,-515.145320205633,-518.8456356424068,-522.5713910875337,-526.0028150291537,-529.4832556322373,-533.0722933288371,-536.6837993760072,-540.3504409493119,-543.6769830741356,-547.0289401201438,-550.4024237950277,-553.7977180114697,-557.2151482620998,-560.1875837303758,-563.1860512543444,-566.2268299593079,-569.2923474182215,-572.3777190303653
HAITI,10457.18190560617,10527.252200268542,10597.12122633631,10664.142130620896,10730.98765190081,10797.662623866048,10864.171754890758,10930.553335651306,10991.02994539673,11051.357187996307,11111.538990277018,11171.579165798896,11231.503191518235,11283.628214728582,11337.976524666072,11392.464993986481,11446.948813797128,11501.226463939262,11548.39117246103,11595.714567761232,11643.368173291165,11690.974526464437,11738.4493989452,11778.744519171227,11819.717868977472,11863.279982583335,11906.661488991771,11950.509903401207,11986.158129317148,12021.755648161949,12057.184073001688,12092.444581846465,12127.539457321258,12152.497374098743,12177.4342737238,12202.662998225784,12227.836143244316,12252.839219351197
JAMAICA,18570.48077829436,18711.138965954866,18852.010993569264,18988.20130598115,19124.667961393043,19261.42433445123,19398.483548259,19535.923358725177,19662.847230283664,19790.101200028428,19917.696861804263,20045.645587572133,20173.979777202392,20288.27465994795,20407.432839168894,20527.472889779783,20648.1161543983,20769.01770424124,20877.571613631942,20987.13826999722,21097.812801646236,21208.995034537627,21320.565274851117,21419.47509588139,21519.93196807423,21624.73066172143,21729.802996251692,21836.42083392914,21928.620830274427,22021.252687531254,22114.147564572962,22207.310799248586,22300.749338496153,22375.808029883447,22451.35754933972,22528.01794552323,22605.10820934614,22682.426057505665
SAINTKITTSANDNEVIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAINTLUCIA,153.80199672267253,155.0930108005164,156.388397448783,157.64688498199547,158.91002780385335,160.17792081710516,161.45065744636634,162.72886234846277,163.92244202690492,165.1208414613419,166.32414247952227,167.53242560067068,168.74595362838116,169.84441963652682,170.9863993116568,172.13782562957851,173.29633348161096,174.45872750028414,175.51737357424247,176.5855008080199,177.664706850824,178.7497324084928,179.83947129253434,180.8228214776958,181.82304183513244,182.87001819956515,183.9206691121633,184.98510197795136,185.9273602555499,186.87445069362593,187.82483088164082,188.77853303637872,189.73560410418182,190.537621255908,191.34439770763825,192.16177020945145,192.98350625191094,193.807837783826
SAINTVINCENTANDTHEGRENADINES,-127.49478635776217,-128.05073444982406,-128.60079265204095,-129.1111171016704,-129.6161331807609,-130.1158742527356,-130.61036991198142,-131.1000962705048,-131.51143180458234,-131.9180150669186,-132.31986161649172,-132.71698362308453,-133.10953205122885,-133.40223805595457,-133.7197191848167,-134.03599888950504,-134.34917929843772,-134.65707035210897,-134.87875699497184,-135.1007339465389,-135.32306417786825,-135.54193710808107,-135.75656923113803,-135.8844112333856,-136.01460160156748,-136.16171060356203,-136.30396978769863,-136.4496499593595,-136.49932151354068,-137.30770993787357,-138.1366020353628,-138.9708425067251,-139.8105117015329,-140.53823390388897,-141.2724012853138,-142.01699015541826,-142.76771876441447,-143.52335095697717
TRINIDADANDTOBAGO,682.840296071429,687.8528751929123,692.8533431940807,697.6546193431757,702.4454513525474,707.226065404038,711.9966773647708,716.7598225297288,721.1152615105566,725.4612054029211,729.7978363645956,734.1253271039834,738.4446638638685,742.2280265520591,746.1744031407145,750.1315071202692,754.0884909096256,758.0316636127217,761.4962501201707,764.9737036248298,768.468275384355,771.9577855544991,775.4375944901077,778.4310797779739,781.4623203016666,784.6443637204177,787.8122402449735,791.0103430642401,793.6600260330217,796.3023591017094,798.9301627371752,801.5434509451842,804.1422972099883,806.0580188637513,807.9679561693767,809.8969032290935,811.8175149849144,813.722245083225
BELIZE,1571.2279664568323,1581.2567774165975,1591.257028092616,1600.807522656133,1610.3334180177574,1619.835189323309,1629.3132880977037,1638.7734426932386,1647.3070802058753,1655.8192383884755,1664.3102709669552,1672.7805106017925,1681.232081768232,1688.465942117992,1696.069982030821,1703.6993758547746,1711.3296047234778,1718.928653637978,1725.4384719778689,1731.9767954325214,1738.5579088684417,1745.1295706889455,1751.680492777923,1757.1309480490647,1762.6808971209073,1768.6128425800803,1774.5145894058396,1780.4831851415772,1785.213888672283,1789.9303276158003,1794.6170097199986,1799.273937061494,1803.9012456462021,1806.9956194671245,1810.0806066170694,1813.2083687864802,1816.3216248490514,1819.403571649803
COSTARICA,64808.01744036584,65303.842885469494,65800.78371405732,66281.85244116251,66764.25310735193,67248.03486890704,67733.24605204158,68220.16117161047,68670.7454829255,69122.84975772137,69576.51685874781,70031.78892031124,70488.7806182261,70897.06862226248,71322.657955017,71751.68929444918,72183.19539159356,72615.97332712072,73005.93337220293,73399.7898189272,73797.90780184876,74198.17493224567,74600.16914020719,74958.20433681224,75322.06165910479,75701.63962253013,76082.53917118382,76469.21270252604,76805.72435734425,77144.08214500283,77483.71543474674,77824.64505051445,78166.89745729267,78444.97920405844,78725.10364960179,79009.3887571449,79295.51692282608,79582.78378226297
ELSALVADOR,74062.36842410667,74584.4687108216,75106.96917618145,75610.37071140631,76114.44670846571,76619.24999426481,77124.83221326479,77631.50440447907,78095.84205029407,78561.10731535387,79027.3451564428,79494.59948587499,79962.9968981961,80375.28144135856,80806.37591001789,81240.58126456344,81676.79403094333,82113.6758980797,82501.52904406688,82893.13381430223,83288.7810087789,83686.11532251617,84084.66998098214,84433.05181871864,84787.02310709153,85156.99232398291,85527.74469695684,85904.36601816918,86224.0824045906,86545.22205790353,86867.14823585542,87189.88027061323,87513.44366462369,87764.55534325817,88017.40535359028,88274.39281902372,88532.87170814398,88792.05058692856
GUATEMALA,93921.998662025,94617.99504360903,95314.95223488416,95988.17579941089,96662.65874608359,97338.4644193724,98015.654928081,98694.61633456848,99320.56165704012,99948.02441980658,100577.05904355181,101207.7188615507,101840.16776694883,102401.81984144279,102987.80729999683,103578.08970497048,104171.26571032174,104765.55871644538,105297.25848540933,105833.79947021665,106375.82130000392,106920.23841161688,107466.422561297,107948.5679236118,108438.68902026166,108951.71367372008,109465.93352317066,109987.63927852953,110436.40282546532,110887.18354226432,111339.11299275386,111792.21546481323,112246.52349422582,112608.21621083836,112972.20547788164,113341.56849253186,113712.92267354076,114085.24959429754
HONDURAS,104487.2739495956,105186.74171592684,105886.17596417299,106558.19603907467,107230.57064653342,107903.36850117131,108576.65659098969,109250.86497178579,109865.03664967776,110479.93072768072,111095.60467009667,111712.1144185123,112329.63216037746,112867.82819570953,113431.91494505068,113999.80629054463,114569.946043703,115140.43031380513,115641.50783569123,116147.2447594962,116658.12751681678,117170.81741316621,117684.64293713411,118127.65448920015,118578.17740926487,119051.27651777257,119524.91243441176,120006.1219292586,120407.21390046277,120809.78550725036,121212.93636410679,121616.68917142923,122021.07522784505,122323.9557664681,122628.79642650326,122938.8962594255,123250.60685534458,123562.82196872853
MEXICO,3830919.5366180595,3861436.0603837706,3892030.7713867608,3921698.5758504393,3951457.184690516,3981309.680993366,4011259.102391761,4041321.8789216126,4069249.5495196357,4097278.8187594432,4125412.409793529,4153653.005823769,4182007.9137544273,4207493.489018199,4234009.719757318,4260740.610110671,4287629.416923974,4314605.603264942,4339055.816723739,4363748.292820654,4388704.890053841,4413800.367893218,4439009.887627235,4461621.231953635,4484583.8849403765,4508475.088590662,4532456.229680307,4556794.141205878,4578158.523961374,4599643.903040972,4621215.786882334,4642875.572049017,4664624.999858027,4682560.586058268,4700627.637035966,4718953.854273757,4737399.676622993,4755923.044117826
NICARAGUA,119085.68262996124,119614.15357315978,120137.97977712893,120626.21301294905,121110.31555906769,121590.33458473743,122066.314486344,122538.7041219397,122939.4397763259,123336.61038077725,123730.24803445995,124120.38239031438,124507.17517425558,124801.92256382992,125121.10438394744,125440.21102021352,125757.48235316941,126070.77451074932,126303.83874149973,126537.90231614192,126773.53222370509,127007.006141634,127237.54522626377,127387.53723839798,127541.97287188025,127717.35742981774,127889.27077135709,128065.14614803201,128151.56957176125,128235.86896089085,128317.04969295453,128395.10931313912,128470.0540842704,128434.6472276333,128398.04526072083,128363.61636860564,128327.54536529139,128288.65079073768
PANAMA,41630.818048822155,41492.925642630595,41357.35707762597,41213.52965105688,41072.205533483124,40933.33226554943,40796.85875086865,40662.86598073093,40509.11319679508,40358.02600203863,40209.54649409142,40063.61833015072,39920.22799447785,39751.17433558935,39593.89416768693,39440.28953097496,39289.72296153994,39141.396548003504,38971.40684570855,38805.254939307495,38643.22424523082,38484.04206357261,38327.38791749432,38149.78002351825,37977.61044231334,37816.9734552964,37658.61585271869,37504.50150023794,37327.25916303304,37152.81201415247,36980.793759760694,36811.152872845116,36643.842036386355,36448.419245898374,36256.060146337775,36067.63856026677,35882.04109604851,35698.88383729857
BERMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANADA,13446970.360181978,13514255.844716793,13581131.494712578,13644095.300691327,13706706.81543782,13768972.166237153,13830897.17872143,13892533.857076913,13946143.247522283,13999460.532508615,14052490.17059625,14105236.353529425,14157717.979414715,14199829.556715555,14244818.865862286,14315969.976199262,14418798.34948798,14522126.60538427,14617154.507559141,14713199.486559574,14810326.743781807,14908119.485467462,15006496.92951662,15096276.852797143,15187411.3241804,15281810.251025287,15376707.75434691,15473018.7292627,15559424.649460476,15646418.32717284,15733887.657646388,15821838.815536374,15910279.14830875,15985863.362985766,16062057.571705768,16139296.99426774,16217110.401590554,16295355.754084617
UNITEDSTATESOFAMERICA,69006899.81515113,68747534.61405678,68493400.01158236,68226880.60082376,67965873.61489123,67710256.68710338,67459911.23270887,67214945.71317452,66938166.47038498,66667051.2599223,66401472.67434203,66141307.21798349,65886505.30490856,65590315.61388171,65440471.940838985,65306054.90993519,65177196.599428646,65052686.651906006,64893276.91278445,64740921.050558835,64595772.402079284,64455822.04656214,64320581.224164605,64150881.768031,63989697.30684388,63845119.71261429,63704815.969303146,63572395.57817589,63401532.07526912,63235631.98963004,63074117.72028434,62916907.628810674,62763927.27431313,62562867.581687205,62367125.3649735,62178241.64710011,61994269.45926554,61814556.64500813
ARGENTINA,3661901.4051617356,3691150.6973971208,3720470.970345637,3748916.798037105,3777442.6673626425,3806050.73798281,3834743.1304251105,3863534.3403331377,3890304.0755656324,3917159.7470897855,3944103.1932758866,3971136.217545186,3998265.078406724,4022655.7199088773,4048023.771034326,4073584.4648065893,4099283.0979078617,4125046.632194678,4148354.6746462863,4171863.1131573603,4195611.927534882,4219474.203808321,4243422.944278721,4264854.407153064,4286649.134939432,4309481.09004523,4332375.200814,4355569.509290089,4375875.941126822,4396274.551374674,4416729.382145431,4437241.122130455,4457810.794484183,4474712.688204967,4491710.480946136,4508918.707398529,4526211.262919806,4543547.4412906
BOLIVIAPLURINATIONALSTATEOF,512590.6970895136,515735.7576097862,518868.2934015619,521859.9770059017,524840.5030332998,527809.978716657,530768.5046950878,533717.7978271351,536374.3147299201,539020.786380594,541657.275399382,544283.8386064387,546901.2508441969,549131.1612083388,551469.9356200008,553813.3643668857,556154.1003255283,558481.521193815,560455.2761583914,562433.1936138989,564423.2360556246,566407.3656424718,568381.5053414254,569999.5885335153,571651.4026006131,573439.9152143286,575215.6609984608,577007.4494089903,578395.1043940823,579776.2926468155,581145.1093862599,582501.5087428661,583845.49120951,584695.099748179,585539.9928617913,586394.502798269,587241.9908172953,588076.9515382207
BRAZIL,4008641.318582797,4026654.6322854585,4044517.070106863,4061192.783098016,4077733.687812919,4094141.1810715427,4110416.580473539,4126574.6231739647,4140337.0777981044,4153982.3811258418,4167511.4906073287,4180925.294790233,4194229.017646735,4204441.764132986,4215485.713389518,4226531.2154964665,4237518.908182608,4248373.700322221,4256512.851530359,4264681.119750265,4272906.971607539,4281062.201758108,4289119.489929998,4294455.206976014,4304212.363352744,4328801.872463367,4353489.682263732,4378522.559820628,4400694.108609884,4422991.385831949,4445380.406420757,4467862.280355747,4490438.448377343,4509347.1428870885,4528386.0516105965,4547673.927995644,4567081.131554592,4586567.07179028
CHILE,812646.9192433177,811876.0362516496,811105.4777869243,810128.1121341923,809157.0317264481,808192.5667390605,807235.0242648061,806287.3682743218,804904.5661608346,803536.2174358323,802182.3950728637,800843.1580826365,799519.4191283887,797645.0172545362,795966.5669259978,794327.3446047907,792715.8435547422,791118.4311571012,789059.8459435223,787050.3795957018,785092.4961673727,783162.7911711724,781256.2220395205,778898.8903805107,776611.7344864248,774491.0195558303,772391.4958822016,770357.7760512229,767829.9417346589,765334.4027755486,762864.7416608864,760420.6123594207,758001.7301046093,754978.0271468469,751995.0645357685,749071.9764415174,746185.664713763,743328.7991579789
COLOMBIA,1988799.4988961683,2004541.3457938405,2020325.4518865503,2035630.7445962636,2050984.8497412764,2066389.3458344722,2081845.7875800352,2097362.6791665694,2111771.281291133,2126234.255846317,2140752.9926514653,2155328.8606366813,2169965.4959086725,2183111.4712984017,2196796.34992795,2210594.55875183,2224476.473786916,2238405.2271797513,2251022.580009864,2263767.158939421,2276650.31297976,2289606.9989533904,2302624.2803818705,2314292.713473689,2326146.778395276,2338490.472767606,2350882.1184563097,2363459.514666888,2374494.1466067526,2385592.4989252463,2396736.8977401387,2407928.04566123,2419166.8211901006,2428426.4914964954,2437755.266295339,2447218.680907625,2456745.1096112803,2466312.785773822
ECUADOR,239557.91126805084,241686.2538016167,243823.53817375793,245906.70707855377,247999.58778741243,250102.4097576409,252215.40027966342,254339.63586731744,256333.0803761107,258336.8526118225,260351.16110268442,262376.2124895571,264412.49933887,266270.8748481786,268198.2105792086,270142.9953204526,272101.6775748197,274069.88756908657,275881.7592749071,277712.93236924626,279564.57055879256,281428.84659586387,283304.2537519905,285017.6516784539,286756.42616509815,288555.99815516325,290365.0882562317,292201.04628279374,293850.23265928926,295510.64659656305,297180.1467396683,298858.85320898675,300546.90849571367,301992.4461330293,303449.6314747137,304926.81373990705,306414.95270338445,307911.3598184671
GUYANA,312031.3062397779,314229.8806353731,316427.86435706855,318544.1968651812,320661.0965523611,322778.7587566733,324897.37415642577,327018.2016560768,328960.24203335366,330903.8677597333,332849.2431959826,334796.5285979893,336746.23539083276,338458.9926400248,340247.9155697292,342047.60272044205,343853.4538570247,345659.71494364366,347257.3877707467,348868.10660717764,350493.5116466376,352123.5969877886,353756.3517643684,355176.0463245654,356617.7479978834,358127.5129734043,359638.1121024072,361170.29516425333,362460.64702871535,363754.8417188494,365049.9286754668,366345.9730501516,367643.06616012956,368634.47787224856,369631.0957320365,370642.7616804985,371658.391653656,372674.63725511846
PARAGUAY,310936.5208898814,312823.9531245885,314708.4228103584,316509.89356541116,318309.06325125624,320106.00487656577,321900.78751211416,323694.494031001,325311.47539201897,326926.69315507263,328540.1932462793,330152.0181569501,331762.56955034,333137.89883193513,334586.9992366575,336043.4975662006,337502.710330843,338957.97665126773,340199.6282133414,341448.0591866342,342707.99869075284,343968.4659096455,345226.96462591476,346270.27862288844,347339.62593954353,348501.06788945146,349658.69971840584,350830.23481079703,351758.20699432766,352685.4969801654,353608.99646458717,354528.68702903326,355444.57745641505,356060.3947171418,356676.26345858537,357301.32775981043,357925.48322490026,358545.4209264543
PERU,893910.8454898027,899097.8879074545,904260.8996897116,909168.2222012695,914055.2241556539,918922.4395283579,923770.3849538553,928602.6089018454,932908.1074542942,937197.2168796154,941470.3706964165,945727.9869579988,949971.7445452628,953531.6383346708,957283.1700216313,961044.246660197,964801.9969202708,968540.704837231,971679.5723478803,974836.3223721448,978015.9604841139,981189.9526975693,984352.4777551906,986908.0602483606,989504.7378741382,992263.2041224283,995006.067426345,997792.0513252078,999895.8250567133,1001994.1162841041,1004078.7165235763,1006149.7714562769,1008207.5013217959,1009413.8078648805,1010620.3906702802,1011853.9570914429,1013084.4065576426,1014302.5036151824
SURINAME,2278.251082244181,2295.3836208455305,2312.5389957258167,2329.1111653704775,2345.7134851339943,2362.3475269169667,2379.0148310474415,2395.7248760269813,2411.1383382023737,2426.5881656836114,2442.0757164767433,2457.6023206308614,2473.1719033877025,2487.0134874466735,2501.4516808056956,2515.994054330932,2530.6060898138903,2545.245042268044,2558.362452395897,2571.599068127019,2584.966792385447,2598.391927444146,2611.859690009201,2623.7690911631985,2635.8655817571034,2648.496958809085,2661.1569032491225,2674.0009374166975,2685.0727940894317,2696.192577381224,2707.3395439858236,2718.514299514411,2729.7176473210156,2738.6661307498175,2747.669265550539,2756.8045815670325,2765.987343387945,2775.1927331497304
URUGUAY,353108.5205810944,355141.605239491,357168.2211797752,359098.7792464156,361024.20803194,362944.6739358687,364860.3379606394,366772.5315795677,368480.9178064432,370185.51920076,371886.4657956301,373583.88297293376,375278.2897358727,376704.8219213419,378210.58819142997,379723.02272294415,381237.0041828043,382745.80767711904,384017.18889085756,385297.1216639599,386588.7126623678,387880.3688856722,389169.6421481218,390218.9894726174,391290.97477255133,392443.7309367464,393592.2796049154,394758.22786879493,395653.6893452997,396548.85570025514,397440.3804317503,398328.3032405497,399212.6926565811,399760.9985728055,400311.0277135694,400872.6766305081,401434.65123531886,401993.3138661497
VENEZUELABOLIVARIANREPUBLICOF,713544.1287535715,717432.0388846521,721303.3835893018,724972.3021469123,728627.3031232572,732268.6934623031,735896.7671053011,739514.2333028127,742711.45367108,745897.4421511145,749072.4302179096,752236.6379522273,755391.0618762677,757997.6737619471,760763.8792387784,763539.9524063714,766315.2377163005,769076.2941752207,771355.2455367913,773648.6927781428,775961.3947315225,778270.4024310677,780570.8944499214,782384.9333991632,784238.6250588829,786242.7782864872,788234.6848368585,790259.0196664742,791738.3568221187,793212.9899842544,794676.6163762243,796129.2793142879,797571.0784033188,798335.9828676216,799100.4049424479,799885.4357036395,800667.4498364024,801439.1473244235
KAZAKHSTAN,3396277.084063563,3424024.9334326065,3451814.312125378,3478785.515808365,3505809.025391991,3532887.0529996543,3560021.774106981,3587226.7662638887,3612556.2206754154,3637945.674576561,3663397.03968959,3688912.1949799745,3714497.8510427903,3737554.542039139,3761461.07238097,3785523.431324767,3809693.342831507,3833907.455428033,3855862.007475891,3877990.072056887,3900322.6129897875,3922744.490875529,3945231.991305932,3965397.155231849,3985850.0772530083,4007133.3091909033,4028460.3492378965,4050058.350390775,4068982.399877901,4087982.775730747,4107023.633925434,4126105.7737547383,4145230.3137674606,4160953.5090240114,4176761.3279054696,4192757.362453598,4208823.477309168,4224921.688652864
KYRGYZSTAN,172681.41197166842,174080.9697302699,175481.51339446078,176839.99956292778,178200.0661954651,179561.8179996195,180925.35774090682,182291.3607568694,183561.78290269963,184834.20270947187,186108.7094612414,187385.39070173685,188664.5881800079,189815.2140582419,191007.05751351683,192205.68417024054,193408.69407220668,194612.9171178362,195702.1349704302,196799.1265331705,197905.44744515172,199015.27049246986,200127.3975327049,201121.35502351547,202128.52660339698,203175.53047209367,204223.73658490737,205284.59296872607,206209.27647333566,207136.95714770342,208065.7208493978,208995.60076387072,209926.64623749204,210685.0037234346,211446.89178446884,212217.37324013218,212990.5182652738,213764.39326603088
TAJIKISTAN,72704.62469991414,73311.18014764153,73918.81976465623,74509.31975212519,75101.17564810324,75694.4361478549,76289.14913056204,76885.60826112742,77441.94775253517,77999.82860016717,78559.29286828902,79120.38189945872,79683.2208824231,80191.8222575045,80718.75924675383,81249.29925479459,81782.41464348829,82316.7741945669,82803.04200349776,83293.41007135304,83788.32290487838,84285.40620947506,84784.18901922915,85233.3369430899,85688.55994858989,86160.63060288725,86633.90120268778,87113.27295187039,87535.44546012278,87959.49794218267,88384.66434806985,88810.96206295103,89238.41482738887,89592.77579059181,89949.25777464375,90310.04124609786,90672.56736634103,91036.02331413097
TURKMENISTAN,445255.8742809783,448893.9321477161,452534.4251474635,456068.012110498,459605.8084573085,463148.06553346186,466695.0293340373,470248.42098595033,473555.09990552545,476867.1404191181,480184.75267892657,483508.14208361896,486838.03560061415,489835.348555036,492938.0830911245,496058.5366191545,499190.56481313624,502326.0498825523,505165.5681351295,508025.7904776751,510909.60651544295,513802.50410714635,516701.5810438842,519295.61058656464,521922.3497636695,524646.9261798847,527374.6193526706,530134.6612762896,532543.0522269597,534959.1901737232,537378.0460202295,539799.6830786003,542224.2028640024,544202.206371964,546189.7342174954,548199.3678573738,550215.7607032094,552233.9308590285
UZBEKISTAN,262737.7993532467,264872.10951387684,267011.37015613465,269088.41135958064,271171.1795134544,273259.8371427382,275354.5438992124,277456.3493406272,279413.1647629121,281376.2176689013,283345.64710848324,285321.5895794029,287304.48116782866,289090.98634276766,290946.6519234773,292816.15698207414,294695.6427736794,296580.0130368141,298289.14149157266,300013.1205608427,301754.28149786213,303503.74196961086,305259.66205855197,306835.42301287584,308436.0302354889,310106.43775662256,311781.51562407863,313478.5606688292,314968.61993001984,316465.57193846494,317966.7901655644,319472.3286528744,320982.26477548276,322228.57176894834,323482.26271364954,324751.4324880503,326026.9514665807,327305.8966159812
CHINAHONGKONGSAR,17.970676805236273,18.068507112678887,18.165428476881054,18.25640570373843,18.346395316797214,18.435384254413556,18.523359243952992,18.61036177325649,18.68710681270048,18.76279180932475,18.83740243968521,18.910924172773004,18.983400832298443,19.04238113429287,19.104678534510498,19.166394321984782,19.227254103721442,19.286755924653797,19.332588614231863,19.377364116297397,19.421828056737663,19.46519532079178,19.5072502729249,19.536000291189936,19.566126037510028,19.603995811123557,19.640475949307035,19.676367327442733,19.69711073163927,19.716705934210445,19.734885224236777,19.751632622659226,19.766934842629063,19.764990454693358,19.76176587830245,19.75819810148187,19.753365997091663,19.74703512407381
CHINAMAINLAND,5731027.058075259,5747957.624932099,5764355.75212704,5778745.968551449,5792632.486282182,5806015.573951585,5818895.36358943,5831290.835939733,5840062.987886862,5848362.107413112,5856187.933793705,5863540.086947089,5870426.531704541,5872786.074003529,5875914.299924499,5878728.914014066,5881151.036696036,5883080.099214532,5881015.256328433,5878692.508435577,5876147.0164476475,5873204.009580846,5869826.1184602,5862498.431509931,5855081.663562948,5848310.823208246,5841086.929711303,5865123.8899983745,5892740.091941507,5920459.313053695,5948227.577993634,5976046.083163785,6003916.499885371,6026869.963048165,6049940.692674084,6073286.083827504,6096725.261876705,6120202.610965724
CHINATAIWANPROVINCEOF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEMOCRATICPEOPLESREPUBLICOFKOREA,768.605990111468,774.869507842111,781.1297288212693,787.1772983336933,793.2222998862362,799.2652602183374,805.3066998791079,811.3497308396618,816.9680982474275,822.5850071102636,828.200926554696,833.8163198876044,839.4340311986513,844.4905726758246,849.7169385487513,854.9619924128856,860.2154790889856,865.4630108929935,870.1893063500905,874.9354521043753,879.7152319041579,884.5003869206463,889.2847394619223,893.5413261771278,897.852211282607,902.3505778563242,906.8447410245395,911.3879208288457,915.3199381779917,919.2572972754516,923.1905400732537,927.1199091291697,931.0457535886686,934.2120803179786,937.3835749136748,940.5934083914012,943.8069778961434,947.0151341467129
