,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
SLOVAKIA,119756.65561278565,120820.71605579957,121889.20908992343,122930.30965225358,123976.19815973923,125026.9878951367,126082.79107578356,127144.14661927207,128140.12228408337,129141.1754184312,130147.40892886725,131158.92479288415,132175.97784782233,133104.17881023057,134066.7704968556,135037.9917240638,136016.06850027692,136998.7966916403,137903.16888527555,138817.02770671205,139741.00839864233,140671.19248244926,141606.8230494107,142461.35999432157,143328.60042948654,144226.58420659564,145129.212591197,146045.17002379973,146867.60824553896,147695.54755355345,148527.90926270868,149364.75258199565,150206.14827594126,150926.38730016045,151652.30392478989,152388.29468885646,153129.64316820254,153874.9926261836
UKRAINE,5466553.106995784,5513960.7792232735,5561554.872989192,5607899.439774933,5654446.886133963,5701201.996503196,5748169.503814588,5795373.36026978,5839585.7646829905,5884013.76072781,5928661.65430557,5973533.706203219,6018640.628456405,6059681.222581219,6102276.549919766,6145249.454978681,6188518.575133215,6231981.786686545,6271855.603132005,6312141.871341617,6352874.416578838,6393872.296328495,6435099.819176598,6472617.016866644,6510710.547988437,6550237.544978347,6589957.254754326,6630256.391742151,6666283.611628256,6702543.091232036,6738985.406865623,6775612.92010657,6812428.499367455,6843723.5871519325,6875259.354263444,6907222.80682334,6939411.18511337,6971763.324548417
DENMARK,810632.0139208018,817143.1491542752,823673.1815620053,830008.2790806486,836365.2678973505,842744.8785298953,849147.8310015324,855577.7380748393,861554.5099076449,867555.8391517419,873582.3753187956,879634.7587115095,885714.5542977209,891186.4976187818,896879.5336050573,902621.1181332509,908399.245583038,914199.5976626973,919470.5413216432,924797.9685617347,930184.1214968762,935603.3178464561,941050.6648648597,945951.7746286935,950925.5598386198,956080.6621509489,961258.7977743272,966518.5035004108,971153.5255381456,975817.7591353495,980504.3711491921,985213.7084797075,989946.1891043248,993871.7108719771,997829.2302256105,1001846.3377860212,1005892.940137179,1009960.1618924091
ESTONIA,131039.68389786688,132210.68179001042,133386.88186210082,134533.73369590574,135686.21910937855,136844.46758216224,138008.60741436254,139179.2344799627,140278.39586750322,141383.53880453637,142494.78126559302,143612.2402016537,144736.18284345965,145762.83366530674,146827.60001161136,147902.2542667793,148984.8510226888,150073.01590675174,151075.9222327931,152089.7999581345,153115.19111151446,154147.84646156084,155186.95724425642,156137.6150453719,157102.34754558676,158100.138652956,159103.4910265194,160121.97714018959,161038.4764345128,161961.43507756214,162889.71210997007,163823.37663896225,164762.509902101,165568.87900065247,166381.95339130616,167206.32247764434,168037.02520430888,168872.59298879773
FINLAND,538837.0666249829,543217.8868627333,547612.2423300439,551878.2446847013,556159.7905136275,560457.37943818,564771.5042591793,569104.5786090391,573137.2261210226,577187.2033835428,581254.9562480688,585340.9245805857,589446.1644364574,593147.8638155721,596997.5926801362,600880.6162689974,604788.9617581278,608713.1458705219,612286.0657868296,615897.6327950321,619549.3342074985,623224.0639608367,626918.5715410105,630250.3097383896,633631.2100225852,637133.1349315465,640651.4311087806,644225.1514057053,647383.6555833613,650562.611512435,653757.4717947391,656968.4782735263,660195.9201419668,662886.1007850419,665598.5408534089,668351.4657068799,671124.9934506487,673913.224045809
ICELAND,428252.37357234623,430874.57980462915,433486.46902920766,435979.95343621366,438465.2530203573,440942.67899736395,443412.53441501537,445876.57337345387,448091.02496209374,450299.5094138773,452502.2851393386,454699.60333822184,456892.2940488405,458759.9277596571,460718.03519358236,462682.54725386965,464647.5512848789,466605.9207038214,468281.0089569424,469967.5970844058,471667.1539499547,473366.4033228622,475062.7604220929,476470.98362758814,477898.25666720397,479395.2354013723,480887.41343943996,483409.75530410226,486003.76412003883,488612.6939350452,491232.55085422925,493863.5204405735,496505.82583065506,498746.369710442,501003.209430182,503289.1025133673,505589.5200344101,507899.9917789514
IRELAND,929966.4266209675,938228.7947913767,946525.8944436475,954614.2069646165,962740.4050879144,970905.387695349,979110.0451044482,987358.5662044877,995099.3883007453,1002880.6061968677,1010703.0367686572,1018567.4894431912,1026475.8401507646,1033693.4614865374,1041178.1103208021,1048730.7419448423,1056337.624073007,1063981.9642810014,1071020.8594387507,1078135.5019153152,1085329.844919128,1092573.7006137269,1099861.3060005638,1106520.9097483905,1113278.0791414387,1120266.7437771023,1127292.8259226356,1134423.8682254595,1140830.843285687,1147281.8479490539,1153768.6436937365,1160291.7022187968,1166851.5805721702,1172469.8895791431,1178134.168063336,1183876.166574419,1189661.273202136,1195479.0889621892
LATVIA,220030.59409839966,221977.29022854788,223932.33307741195,225837.7628711889,227752.24204229983,229675.97975567367,231609.1831649054,233552.84092582314,235376.36690488196,237209.5015607304,239052.43475733293,240905.35460785354,242768.7036009947,244468.58636848722,246232.02860409598,248011.6265605414,249804.11011382288,251605.44978795288,253263.1935594662,254938.7716366684,256633.24355450567,258339.42567900498,260055.93399321978,261623.64860550174,263214.8774844602,264862.3899244759,266518.7310264343,268199.8051189102,269709.4041149959,271229.36404287623,272757.7470553455,274294.66225141723,275840.239106433,277163.1329396815,278496.7746261487,279848.81638177566,281210.9803825203,282580.80224953545
LITHUANIA,345920.61376696156,348970.8505399871,352034.041771673,355019.16341158067,358018.3372478526,361031.8880286841,364060.1373216481,367104.63313685165,369960.1979833031,372830.6836892868,375716.3846505241,378617.59249141405,381534.99692624185,384195.31793940224,386955.4289948391,389740.75494192954,392546.148883428,395365.25428228994,397958.40879765793,400579.3505103882,403229.8157748571,405898.4839087527,408583.165005484,411033.791704985,413521.37682116753,416097.917227485,418688.11746689683,421316.89311474696,423675.9968304994,426051.17544533475,428439.37661398546,430840.76829273364,433255.55038946774,435320.3352883349,437401.79237206484,439511.88268821535,441637.6627160153,443775.26034802623
NORWAY,606643.4377549527,610506.1039163605,614363.7453101436,618058.1164656085,621750.0446247623,625439.9451893591,629128.2217330614,632817.3982866678,636154.0056665208,639490.7150055674,642827.8683248927,646165.7971494972,649505.5256984424,652383.0896432988,655404.2861422293,658443.2850383696,661491.1843036566,664537.4549558894,667182.5665181589,669851.9652346243,672547.1765932803,675899.2066575158,680514.7417630425,684744.3597004286,689034.3158523926,693463.0098920047,697916.8071918229,702438.1919922553,706514.157262692,710619.2623650249,714748.4974849165,718902.1894509844,723080.7184262626,726677.790019735,730305.2875300695,733983.0767866512,737689.5728880063,741418.3557035365
SWEDEN,285346.08774425025,284687.2750315965,284048.95203099865,283357.63738888135,282688.0593916351,282039.81959143415,281412.53191111545,280806.77177562035,280066.045737725,279347.81514299026,278651.6533457238,277977.1469383004,277324.19567879103,276495.3247741726,275749.8403494501,275033.01277521375,274340.46001814766,273667.2615227197,272849.3224350972,272062.61816965166,271307.0712716073,270574.42477940535,269862.68417869526,269008.097661065,268188.6667059388,267433.969731543,266698.4411170698,265997.71150954644,265138.2025101935,264300.7567497344,263483.0004858335,262684.56352178555,261905.1062527121,260926.33679981565,259971.3082545906,259046.55517673577,258143.73063316953,257260.08314455568
UNITEDKINGDOM,4571379.561196839,4603635.906511876,4635907.627007271,4667004.178534122,4698134.537705879,4729302.098780394,4760510.181900342,4791778.095272439,4820433.62545325,4849140.10839513,4877900.438004584,4906717.442838486,4935599.066735369,4961020.900984578,4987582.2344918065,5014328.576093279,5041192.855888336,5068094.407749268,5091981.247333692,5116097.84172786,5140458.562527442,5164919.558587558,5189452.737009271,5210897.605554871,5232670.034577633,5255378.03155863,5278131.657176427,5301246.898720613,5320856.958976104,5340553.544883197,5360296.994710686,5380088.578179584,5399929.942243032,5415303.199313932,5430785.31949142,5453948.581920084,5480847.091910979,5507899.0835445
ALBANIA,43334.06629206563,43619.068180814655,43903.82265886545,44177.092456995924,44450.30253193057,44723.48336345365,44996.66463361222,45270.02708901571,45518.341806628734,45766.777834408254,46015.36051732563,46264.11449569539,46513.11230416696,46729.171669832554,46955.56820429503,47183.352604740096,47411.89306343942,47640.43679396177,47840.367124560995,48042.146244444775,48245.87985731768,48450.22260560591,48654.91189783503,48830.368038747176,49008.51257981623,49194.85190020004,49381.30044254668,49570.82417335944,49727.30243318045,49884.30052190743,50041.44449024626,50198.744012570605,50356.212209828635,50471.75055118068,50588.06031541695,50706.47945779283,50825.498215661675,50944.66012429
BOSNIAANDHERZEGOVINA,84404.67787184945,85153.52347400846,85905.55827649639,86638.60186143067,87375.11143784225,88115.16766931668,88858.85044648752,89606.5389647248,90308.14385432421,91013.43382902398,91722.48213767965,92435.36135675947,93152.24054642917,93806.40718276042,94484.9204137188,95169.62969863531,95859.28280665471,96552.34061308096,97190.35318886582,97835.22519050566,98487.34375338671,99143.95940856727,99804.54424641865,100408.06374338325,101020.55008766276,101654.43285597944,102291.71008356052,102938.4856160061,103519.48615649785,104104.4755295041,104692.70513951502,105284.21708379382,105879.06122631107,106388.44762126163,106901.97979926536,107422.56495750746,107947.04466971848,108474.47462897214
CROATIA,49271.90795196069,49707.53236156287,50144.908085153074,50571.01844463739,50999.03075553637,51428.99089542288,51860.94429613813,52295.11082962374,52702.356624427564,53111.62512064479,53522.957915036844,53936.39621507696,54352.04331110849,54731.1125422634,55124.23136772106,55520.83127297444,55920.183804818924,56321.3832364187,56690.330690146824,57063.11234217636,57439.99779479453,57819.37017904746,58200.915822776384,58549.08442463119,58902.41513738385,59268.32929413338,59636.08759532431,60009.23973358078,60343.90982543241,60680.7849907496,61019.41630331784,61359.827433797116,61702.04674763655,61994.43768825288,62289.11216252884,62587.824452507484,62888.67953235771,63191.12191623064
GREECE,510325.4763608623,509652.53433378664,509007.5419925781,508262.486927952,507548.1159022632,506863.98095551564,506209.64661982626,505586.3594588459,504716.4649434573,503879.5255582726,503075.00963970344,502302.40108075703,501561.7481488096,500499.78036362835,499578.1516251637,498701.48348444846,497862.3137642561,497052.01134361204,495974.6965111931,494947.43944033916,493970.52597262466,493029.21216940193,492120.0857981812,490946.4908311596,489830.4676448316,488825.2843569696,487849.5423458058,486931.3715927673,485717.83052466705,484539.56060749374,483391.96822502784,482274.51747293066,481186.7239590334,479729.25569495815,478310.56238828535,476942.131740542,475609.0016248414,474306.22909431
ITALY,773416.7169313983,780287.7626249864,787186.8731747558,793910.7815116012,800665.2622100894,807451.0785663615,814268.986998279,821122.482722383,827553.8480824787,834017.8660829302,840515.2328658223,847046.6385654886,853613.7796245429,859607.480493903,865822.0368658464,872092.0892141729,878406.2549568271,884750.6285121834,890591.2578933568,896493.7436453628,902462.0674429577,908470.8122132311,914515.0797551174,920037.4011442651,925640.3234390619,931435.7983409968,937261.7182364169,943174.5484039539,948485.390000875,953832.3502851527,959208.5226386262,964614.3166013582,970050.2155221631,974703.8946423812,979395.1238296699,984150.6074180263,988941.5086235732,993759.1647275658
MALTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MONTENEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTUGAL,233595.96857407346,235437.07589128075,237282.2960671156,239070.5789049565,240863.84018286422,242662.2765952376,244466.08181263861,246276.27105531716,247955.58385250886,249640.63779966137,251331.60654957054,253028.6610976473,254732.24850616662,256260.56122281833,257850.7097160635,259453.46851510866,261065.4090844246,262682.37169906026,264146.038681045,265624.44123850425,267118.48213209753,268620.69005872856,270129.6184562205,271480.69806806964,272851.7557010038,274274.9929138362,275703.5024119324,277153.8130931867,278423.66060331,279700.7120652536,280982.9012721626,282270.31780828227,283563.0717815739,284623.86707309174,285692.70915561065,286777.3017409374,287869.1470428199,288965.6944364329
SERBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLOVENIA,26248.32509873346,26474.640722623106,26701.82552114141,26922.9717266335,27145.06164288709,27368.11691011702,27592.15891864508,27817.30102870181,28028.063981745214,28239.826048952986,28452.60657739674,28666.42469492539,28881.329761879726,29076.680751349268,29279.495360215173,29484.089980258508,29690.07122209395,29896.93873953019,30086.488343124845,30277.957519910313,30471.524429682213,30666.316630329286,30862.160127248095,31040.124562274992,31220.877050567207,31408.70708381026,31597.410214850788,31788.818355470336,31959.65270429089,32131.550578215938,32304.27034978388,32477.822170097097,32652.2186184059,32800.10860457742,32949.09454840959,33100.08793111444,33252.101854391825,33404.84108557372
SPAIN,1751621.8855911114,1767230.2747580365,1782898.3234301917,1798167.643106717,1813502.5555423175,1828904.7424305466,1844375.869442967,1859923.7956072844,1874514.8279186892,1889176.2374844772,1903909.5525424664,1918716.2873523033,1933600.1873436011,1947184.901318723,1961261.8926205926,1975460.7048213952,1989755.8094012646,2004115.86374607,2017334.1772811934,2030689.177754112,2044188.726453787,2057775.9642238447,2071440.0481587448,2083920.6439235574,2096577.4559653741,2109657.9352576495,2122803.5841648807,2136141.9163462208,2148114.296299807,2160165.2356710057,2172278.55861411,2184455.144069797,2196696.036799132,2207164.661271066,2217715.6858491204,2228410.1404482867,2239181.2801482626,2250009.3676304333
YUGOSLAVSFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUSTRIA,693760.0984771799,698745.8316433427,703737.1078974077,708551.9369033331,713375.0158307882,718206.8846100199,723048.0720649086,728617.3836320398,734429.8525474214,740274.7049515324,746152.5881149091,752064.1440635418,758010.81230096,763448.9004998062,769087.3004555599,774778.5289895572,780512.4343245756,786276.7720700429,791596.5827984299,796975.40549935,802415.7159981739,807895.3662552887,813410.1845166141,818463.2768065144,823590.0421882614,828886.6311258663,834213.7361434873,839622.0080808678,844497.6314310634,849408.4461848445,854348.5455073544,859318.3167359657,864318.210853257,868622.9100059236,872964.1857557347,877365.9721864838,881802.410321756,886265.8261524244
BELGIUM,66159.15909935767,66690.94280453613,67224.20440180667,67741.59051596017,68260.59482938763,68781.25496971248,69303.60786996628,69827.91668612257,70315.72951839902,70805.24693657765,71296.50079549028,71789.52233109265,72284.42099629389,72729.81685681055,73193.23790700216,73660.31217653773,74130.03823827524,74601.06444671462,75027.5590820508,75457.7720056035,75892.428977065,76329.24691416997,76767.73980326165,77160.61855491908,77560.35291405763,77979.58352352383,78400.04105098022,78826.02245456968,79199.68314472576,79575.08326556555,79951.57923116951,80329.18232684325,80707.90998103915,81020.29434309129,81334.44759866757,81652.62929421217,81972.39438051468,82292.99670664479
BELGIUMLUXEMBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRANCE,5959292.408036228,6012767.898737264,6066472.052560302,6118837.123122769,6171450.840169938,6224319.2891983045,6277448.503292394,6330865.7270025965,6381033.949796733,6431467.476947304,6482171.874935389,6533152.664645818,6584422.909623005,6631276.213409902,6679846.206808697,6728858.028218297,6778223.9787765,6827837.898102153,6873582.175240748,6919820.994978647,6966580.211991092,7013665.667034529,7061040.441790141,7104400.224394573,7148386.168241973,7193837.464480011,7239538.595164835,7285928.760373843,7327686.273506436,7369736.36044938,7412026.507854915,7454560.039358244,7497340.843705553,7534086.805260948,7571137.162060862,7608699.05886154,7646548.726449634,7684619.399364514
GERMANY,3877075.704139305,3904091.628484629,3931123.0641441485,3957152.606749243,3983213.002678505,4009307.155355517,4035437.902514855,4061621.7399552586,4085584.4058375326,4109592.451610235,4133648.3474082556,4157754.505271655,4181917.7226584516,4203143.5146107655,4225343.76414617,4247703.177892156,4270164.403717919,4292659.201863683,4312599.37567436,4332737.52263326,4353084.767277355,4373519.216391529,4394017.032866522,4411898.862155184,4430059.317868785,4449009.723967532,4468001.141863395,4496679.761106434,4522843.217627095,4549196.0396821555,4575706.637232933,4602377.100887427,4629209.862299494,4652320.176629432,4675627.322656997,4699259.585735897,4723078.3888694085,4747042.642200957
LUXEMBOURG,6211.600479775094,6264.93972040849,6318.487999271973,6370.616415389726,6422.972214948287,6475.560640850041,6528.3868762570655,6581.477913550702,6631.167422075101,6681.098210152753,6731.274974373045,6781.702358938281,6832.39205092319,6878.456184306543,6926.287647443594,6974.544723452401,7023.134536402735,7071.939865459899,7116.659243177339,7161.84094480299,7207.5253314153715,7253.506175172248,7299.742489636132,7341.758006278523,7384.432869289512,7428.763664560368,7473.307572083218,7518.500370526732,7558.836978686453,7599.430872685102,7640.226387260243,7681.226037464862,7722.432907186097,7757.370996183787,7792.575625577086,7828.257272942192,7864.187835636898,7900.2979068821605
NETHERLANDS,481238.2175441845,479242.97371185885,477319.2466191284,475342.00811501796,473435.5959287189,471597.83757466514,469826.663603127,468121.6868144656,466220.84616560116,464386.0350054555,462615.33974124887,460906.9323405827,459259.547323928,457345.1858713505,455592.9640233226,453911.08245113015,452291.3503116211,450724.75882393896,448940.2807395743,447227.4031304796,445585.07819136366,443999.0182907403,442465.2533224319,440714.6172186412,439038.72247134626,437485.3515108165,435979.1267201068,434544.9839817236,432866.1844533291,431237.9166460043,429655.78904850193,428118.6973234058,426625.6097175182,424820.56835800014,423066.72770015086,421374.3404335204,419729.297777639,418126.71517010074
SWITZERLAND,498132.06124007603,499686.83642076823,501239.6674284342,502661.4400830245,504084.42577872385,505509.06627460715,506935.78874208283,508366.7267326515,509518.02528740285,510674.70990316005,511837.10385365813,513005.5191976502,514180.7984280989,514995.8250708686,515932.2206708269,516889.6267314579,517860.935712955,518837.8645069578,519508.8068184198,520207.281216071,520934.2215225435,521674.9188244669,522426.4804713695,522871.3680183718,523354.0651446405,523933.5252235744,524522.3019865552,525152.0597373262,525440.270567479,525743.5082954476,526057.914661568,526383.5430537175,526720.4838826399,526628.7374529226,526556.3424518565,526517.4028740749,526495.9120999603,526487.0436346022
AUSTRALIA,41487542.46853572,41815836.69550069,42144633.122480385,42463394.23810257,42782805.43945362,43102894.9773289,43423690.613132715,43745361.010501094,44043958.27344321,44343319.504779,44643469.07499573,44944430.9237818,45246278.15445988,45517086.26553959,45798403.411729164,46081681.31007605,46366323.66969215,46651562.8774957,46909303.01721591,47169271.64918101,47431751.55392922,47695378.34886353,47959877.63086941,48196107.39237546,48435822.95389728,48685383.09090794,48935548.70661073,49189102.060311615,49410224.833260305,49632336.55266345,49855022.24304404,50078292.549979724,50302161.769270785,50484708.273986936,50668381.47408357,50854448.422191955,51041460.777918234,51228961.396330275
NEWZEALAND,1593770.5927939045,1607852.3630569412,1621982.242408156,1635750.4861145734,1649572.868463888,1663450.8458785536,1677385.8591423542,1691384.9302067007,1704511.594116791,1717697.0225602293,1730942.5291439833,1744249.4138302372,1757620.8222408553,1769808.1345790755,1782432.273675997,1795161.573205143,1807973.095261004,1820838.6469535714,1832665.9140034802,1844612.9169794682,1856685.5078894082,1868832.5574100914,1881044.3938219564,1892178.9461568806,1903465.3378067266,1915120.4607677152,1926829.4732637457,1938707.0493799157,1949341.2083245383,1960042.0552445431,1970794.4621872131,1981599.153758626,1992456.9983460016,2001702.8606292754,2011020.1133244692,2020460.9410500056,2029966.6337242334,2039519.341615564
FIJI,18557.423190358975,18684.51304832112,18811.626902351945,18933.931229471968,19056.329066922422,19178.832827067054,19301.454632052082,19424.27087008855,19536.476706630834,19648.840847891508,19761.373747724592,19874.085604942982,19987.00718420189,20085.873964553906,20189.34942059469,20293.530282153875,20398.142045051238,20502.846180701745,20595.234762292162,20688.47769609052,20782.665817876947,20877.20491300962,20971.975781617068,21054.168668108217,21137.729839070656,21225.354997163828,21313.104307725596,21402.225737939152,21477.08898114633,21552.245270303247,21627.531394970934,21702.951690107206,21778.51203029708,21835.993320728125,21893.852105622904,21952.670161772323,22011.800601766856,22071.046122235974
NEWCALEDONIA,4257.468731471453,4275.681594505844,4293.722355868065,4310.52726673766,4327.157113411063,4343.608669831938,4359.87864791263,4375.975925750632,4389.62260973985,4403.086115212006,4416.362874234889,4429.449262459495,4442.346055686482,4451.972852475169,4462.477365671351,4472.920934479337,4483.23575882124,4493.305378846147,4500.230510870447,4507.007571534888,4513.775982941306,4520.360512539395,4526.7138261081045,4529.971089126333,4533.601270497299,4539.021939722193,4544.184325455265,4549.243656781719,4550.827798963664,4552.201949804819,4553.313926913217,4554.15993148226,4554.736520518561,4551.26519298803,4547.576037000332,4543.767659669882,4539.728109429402,4535.4121205430565
SOLOMONISLANDS,251.53453405066858,252.66365445601429,253.78506560911345,254.8329589567836,255.87370667539034,256.907326676906,257.9338336274889,258.95407440134113,259.8276358029187,260.6946886002207,261.555230850615,262.409257933086,263.25704784198786,263.91311904849795,264.6232793184404,265.3344555757233,266.0428745424847,266.74309682138176,267.2693538873615,267.7961684454783,268.32727485605807,268.85408562613713,269.3746362328011,269.7221759549254,270.08673169080436,270.52182666610054,270.9493360065826,271.38292059630896,271.6229872121334,271.858325260151,272.08658737025223,272.30774796552663,272.52180332025773,272.5020135798082,272.478734019444,272.4597422849358,272.4365519404834,272.40658448465103
VANUATU,1085.0215022078642,1089.0058016001556,1092.9455331642007,1096.564723615926,1100.141806515108,1103.6767453668492,1107.1694916415854,1110.6233900556676,1113.4430584879292,1116.223678445543,1118.9651358918907,1121.6673072551002,1124.3312160539958,1126.1679064955536,1128.2284218801542,1130.2831240026812,1132.3156894243823,1134.3016891282361,1135.5314563633153,1136.7503733012509,1137.9793799380332,1139.1798116185614,1140.3424539097039,1140.7587198570197,1141.2495213066836,1142.0708749350604,1142.8492814112524,1143.6375752879546,1143.5950085565455,1143.5234043001637,1143.4121721866818,1143.2611659379481,1143.0703307644058,1141.8890559296701,1140.684570564252,1139.484780235337,1138.2587907885093,1136.996005000404
KIRIBATI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRENCHPOLYNESIA,22039.366179831748,22217.673019303966,22396.479238666423,22569.823616002664,22743.7444014599,22918.26083129499,23093.3918425259,23269.236055546582,23432.67747444918,23596.76179415361,23761.50611069904,23926.927256288447,24093.068052302446,24242.631275563148,24398.18779575615,24555.0348022559,24712.844688339268,24871.22644479568,25015.148389571325,25160.576158109296,25307.548269815095,25455.378468811265,25603.937726675056,25737.58404011801,25873.13306689372,26013.458082523455,26154.370095741866,26297.47208298626,26423.532074063634,26550.345684277647,26677.724566146233,26805.677774463595,26934.216326822865,27040.785326427867,27148.17859255161,27257.204288479115,27366.98328137368,27477.27274157975
SAMOA,152.68587971742826,153.19968812801073,153.7057204514354,154.16409068445077,154.61516936487166,155.05896229684478,155.49547299547484,155.92521040865208,156.26322782700151,156.59453212317572,156.91911736433397,157.23697575829115,157.5482668464292,157.74179656807627,157.96484637532794,158.1857566127197,158.40225466688034,158.61120590543908,158.71475753837825,158.8164479256565,158.91813105921534,159.0147847186679,159.1052739978431,159.09155166417824,159.0846069508882,159.1133739080096,159.13529606008018,159.15862194250258,159.06670068342885,158.9698917307174,158.8668436096612,158.7575435880568,158.6419911737249,158.38818270403215,158.13067753311165,157.87359997999553,157.61231264309455,157.7715063068176
